Data ID,Sentences,Turk Label
CA-TGA-00000987,"Nor has any procedure been established for determining the question of inability, with the result that in the two instances of disability which have occurred, those of Presidents Garfield and Wilson, <the former> continued in office until <his> death and the other, after <his> partial recovery, till the end of <his> term.",0
CA-TGA-00000383,"As soon as <all the combs> have been removed, <the Apiarian> should proceed to select and arrange <them> for <his> new hive.",1
CA-TGA-00001583,"If a complainant is not satisfied with the board s decision, he can ask for a rehearing.",1
CA-TGA-00001315,"<The President> does not enlist in, and <he> is not inducted or drafted into the armed forces.",0
CA-TGA-00000182,"Similarly, in a suit against a local partnership, in which <the resident partner> was duly served with process and the nonresident partner was served only with notice, a judgment thus obtained is binding upon the firm and <the resident partner>, but is not a personal judgment against the nonresident and cannot be enforced by execution against <his> individual property.",0
CA-TGA-00000554,"<Hence A> could not simply wait till the end of <his> term, and then recover the full amount which <he> would have had if the employment had continued.",0
CA-TGA-00001246,<The landlord> keeps in mind the added expense when <he> comes to adjust leases with <his> tenants.,0
CA-TGA-00000091,"But a Senate recess does not include holiday or temporary adjournments, while by an act of Congress, if the vacancy existed when the Senate was in session, <the ad interim appointee> may receive no salary until <he> has been confirmed by the Senate.",0
CA-TGA-00001553,"<Whether A> insists on the condition or not, <he> is not bound to do any more.",0
CA-TGA-00000296,A section of Magna Charta was interpreted to prohibit <a man 's> being put to <his> law on the plaintiff's own statement without good witness.,0
CA-TGA-00001497,"Very often, however, <a person in bed> is quite able to bathe <herself>, with a little help, if the necessary things are brought to <her>.",0
CA-TGA-00001272,"The nominees involved having meantime taken the oath of office and entered upon the discharge of their duties, the President responded with a refusal, saying: I cannot admit the power in the Senate to encroach upon the executive functions by removal of <a duly appointed executive officer> under the guise of reconsideration of <his> nomination.",1
CA-TGA-00000697,"If <the student> wishes to do so, <he> may invent a dozen similar feats, just as sensational and just as effective.",1
CA-TGA-00001327,"The principal duty seems to be deciding upon the lawfulness and justice of the claims and accounts subsisting between the United States and particular citizens: this partakes strongly of the judicial character, and there may be strong reasons why <an officer of this kind> should not hold <his> office at the pleasure of the executive branch of the government.",1
CA-TGA-00001262,<The lord> is said to have a fee in the homage and services; and therefore no entry upon the land which does not disturb them injures <him>.,0
CA-TGA-00000212,"<Such language> appears to effect the very absorption into the Fourteenth Amendment which Justice Frankfurter rejects in the Adamson case; but <he> concluded by adding that as long as a State does not affirmatively sanction arbitrary police incursion into privacy; that is, as long as its police are deterred from making searches without authority of law by virtue of such internal discipline as an alert public opinion may induce and by reason of the statutory or common law remedies which the victims of such illegal searches may invoke, a State, without running counter to the due process clause, may employ at a trial incriminating evidence obtained by unlawful search and seizure.",0
CA-TGA-00000147,"And in Hampton v. McConnell some years later, <Chief Justice Marshall> went even further, using language which seems to show that <he> regarded the judgment of a State court as constitutionally entitled to be accorded in the courts of sister States not simply the faith and credit of conclusive evidence, but the validity of a final judgment.",0
CA-TGA-00000575,"HOW TO PREPARE A CHECK A check may be defined to be a written order on a bank directing it to pay a certain sum of money to <the person named> in the check or to <his> order, and signed by a depositor.",1
CA-TGA-00000649,"If <one of my hives is used>, the bee keeper may feed <his> bees at the proper season, without using any feeder at all, or rather <he> may use the bottom board of the hive as a feeder.",0
CA-TGA-00000512,Fair Play: <Scorning> to take unfair advantage of a rival and readiness even to give up an advantage to <him>.,1
CA-TGA-00000460,"Close stoves he has most appropriately styled little demons, and impure air The favorite poison of America.",0
CA-TGA-00000570,How long does it take to do it?,0
CA-TGA-00001310,"The plea in the latter case was that <the defendant> performed the cure as well as <he> knew how, without this that [the horse] died for default of [his] care.",0
CA-TGA-00000819,"Invoking the supremacy clause, the Supreme Court held that <a person> could not be guilty of a crime under State law for doing what it was <his> duty to do as an officer of the United States.",1
CA-TGA-00001107,"<Soon> afterwards they ceased to build, and appeared dispirited; and when, in the beginning of June, <he> examined the colony again, <he> found plenty of drone brood in worker cells",0
